Window,Region,Context,Leaf1_methy,Leaf2_methy,Leaf3_methy,group
78,Body,CHG,0.41793528,0.413514413,0.440530949,Gene body
79,Body,CHG,0.381469816,0.374365465,0.404979736,Gene body
80,Body,CHG,0.375263078,0.36467945,0.400824662,Gene body
81,Downstream,CHG,0.482843958,0.482062824,0.50192681,Gene body
82,Downstream,CHG,0.480543391,0.477486478,0.494486506,Gene body
83,Downstream,CHG,0.469672408,0.467496323,0.48445967,Gene body
84,Downstream,CHG,0.465058695,0.463595183,0.480028709,Gene body
85,Downstream,CHG,0.469010393,0.467474919,0.48365481,Gene body
86,Downstream,CHG,0.471750917,0.470976158,0.485962633,Gene body
87,Downstream,CHG,0.470948815,0.470275147,0.484576022,Gene body
88,Downstream,CHG,0.475150197,0.474556143,0.491631017,Gene body
89,Downstream,CHG,0.481947679,0.479054136,0.493821115,Gene body
90,Downstream,CHG,0.481479619,0.479770114,0.497365943,Gene body
91,Downstream,CHG,0.483400224,0.482946428,0.499992785,Gene body
92,Downstream,CHG,0.485289732,0.4848483,0.500957743,Gene body
93,Downstream,CHG,0.490799303,0.490046236,0.506377261,Gene body
94,Downstream,CHG,0.485272893,0.487954205,0.504862895,Gene body
95,Downstream,CHG,0.4881747,0.48960435,0.50729152,Gene body
96,Downstream,CHG,0.488432058,0.487325346,0.506479953,Gene body
97,Downstream,CHG,0.485505973,0.486765366,0.501910659,Gene body
98,Downstream,CHG,0.487555631,0.486842229,0.503284596,Gene body
99,Downstream,CHG,0.491143712,0.488689165,0.504685498,Gene body
100,Downstream,CHG,0.490972912,0.490974287,0.506001726,Gene body
101,Downstream,CHG,0.490975256,0.489727822,0.506512436,Gene body
102,Downstream,CHG,0.487527318,0.488475459,0.504837238,Gene body
103,Downstream,CHG,0.488476265,0.488159652,0.507282041,Gene body
104,Downstream,CHG,0.49114957,0.490639672,0.503736867,Gene body
105,Downstream,CHG,0.493592315,0.491514692,0.507809845,Gene body
106,Downstream,CHG,0.491295386,0.490523664,0.505724962,Gene body
107,Downstream,CHG,0.485726074,0.486276769,0.501324236,Gene body
108,Downstream,CHG,0.489796153,0.489188119,0.504773267,Gene body
109,Downstream,CHG,0.48725795,0.485969952,0.500233321,Gene body
110,Downstream,CHG,0.488067806,0.487677947,0.503754139,Gene body
111,Downstream,CHG,0.487348453,0.486928476,0.500781448,Gene body
112,Downstream,CHG,0.483533256,0.480943026,0.497333789,Gene body
113,Downstream,CHG,0.480411433,0.476789333,0.494840401,Gene body
114,Downstream,CHG,0.474559098,0.472822752,0.489660542,Gene body
115,Downstream,CHG,0.472657391,0.471894155,0.491488654,Gene body
116,Downstream,CHG,0.468026292,0.468281388,0.48613604,Gene body
117,Downstream,CHG,0.468445536,0.467172533,0.48280522,Gene body
118,Downstream,CHG,0.470849064,0.471309495,0.485730714,Gene body
119,Downstream,CHG,0.47933868,0.481898253,0.497296399,Gene body
120,Downstream,CHG,0.483561611,0.484737561,0.503257966,Gene body
1,Upstream,CHH,0.000201694,0.000214406,0.000235503,Gene body
2,Upstream,CHH,0.000243206,0.000224084,0.000242849,Gene body
3,Upstream,CHH,0.000227189,0.000214718,0.000193357,Gene body
4,Upstream,CHH,0.000179818,0.000209448,0.000198382,Gene body
5,Upstream,CHH,0.000211596,0.000219949,0.000224798,Gene body
6,Upstream,CHH,0.000224249,0.000234844,0.000208195,Gene body
7,Upstream,CHH,0.000186592,0.000180723,0.00018449,Gene body
8,Upstream,CHH,0.000198651,0.000220448,0.00021368,Gene body
9,Upstream,CHH,0.000171091,0.00019964,0.000182233,Gene body
10,Upstream,CHH,0.000183567,0.000215409,0.000198953,Gene body
11,Upstream,CHH,0.000195441,0.000186213,0.000193708,Gene body
12,Upstream,CHH,0.000242428,0.000235762,0.000263634,Gene body
13,Upstream,CHH,0.00021109,0.000216048,0.000224791,Gene body
14,Upstream,CHH,0.000204357,0.000224383,0.000204673,Gene body
15,Upstream,CHH,0.000193473,0.00020474,0.000181812,Gene body
16,Upstream,CHH,0.000194784,0.000214806,0.000205589,Gene body
17,Upstream,CHH,0.000216931,0.000218724,0.000234299,Gene body
18,Upstream,CHH,0.000237744,0.000248741,0.000238399,Gene body
19,Upstream,CHH,0.000209573,0.000217725,0.000223657,Gene body
20,Upstream,CHH,0.00021183,0.000222953,0.000206087,Gene body
21,Upstream,CHH,0.000214186,0.00021796,0.000207807,Gene body
22,Upstream,CHH,0.000186536,0.000191861,0.000168059,Gene body
23,Upstream,CHH,0.000198241,0.000207654,0.000224482,Gene body
24,Upstream,CHH,0.000164584,0.000174615,0.000168609,Gene body
25,Upstream,CHH,0.000242247,0.000235094,0.000260832,Gene body
26,Upstream,CHH,0.000195003,0.000203271,0.000230602,Gene body
27,Upstream,CHH,0.000214655,0.000219261,0.000228107,Gene body
28,Upstream,CHH,0.000230241,0.000232031,0.000221947,Gene body
29,Upstream,CHH,0.00018328,0.000182314,0.000172821,Gene body
30,Upstream,CHH,0.000176279,0.000181164,0.000209433,Gene body
31,Upstream,CHH,0.000188233,0.000194419,0.000206195,Gene body
32,Upstream,CHH,0.00017709,0.000183638,0.00018997,Gene body
33,Upstream,CHH,0.000175192,0.000202187,0.000204178,Gene body
34,Upstream,CHH,0.00019164,0.000194753,0.000194558,Gene body
35,Upstream,CHH,0.000220714,0.000191714,0.000218658,Gene body
36,Upstream,CHH,0.000240513,0.000259427,0.000245826,Gene body
37,Upstream,CHH,0.000218625,0.00025516,0.00024285,Gene body
38,Upstream,CHH,0.000242318,0.000255369,0.000262214,Gene body
39,Upstream,CHH,0.000157223,0.000170473,0.000190354,Gene body
40,Upstream,CHH,0.000176389,0.000195799,0.000215497,Gene body
41,Body,CHH,0.000188221,0.000176485,0.00019388,Gene body
42,Body,CHH,0.000164138,0.000160857,0.000171918,Gene body
43,Body,CHH,0.000167589,0.000170897,0.000183521,Gene body
44,Body,CHH,0.000182949,0.00017908,0.00018909,Gene body
45,Body,CHH,0.00017014,0.000174319,0.000187761,Gene body
46,Body,CHH,0.000190658,0.000187622,0.000199634,Gene body
47,Body,CHH,0.000183591,0.000184584,0.000194393,Gene body
48,Body,CHH,0.000190296,0.000197754,0.000206186,Gene body
49,Body,CHH,0.000166402,0.000183437,0.000191651,Gene body
50,Body,CHH,0.000185281,0.000181397,0.000195242,Gene body
51,Body,CHH,0.000199396,0.000208629,0.000224098,Gene body
52,Body,CHH,0.00018625,0.000192313,0.000204714,Gene body
53,Body,CHH,0.000191489,0.00020196,0.000201767,Gene body
54,Body,CHH,0.000196596,0.000200006,0.000211679,Gene body
55,Body,CHH,0.00017746,0.000181712,0.000196974,Gene body
56,Body,CHH,0.000218867,0.000200804,0.000214077,Gene body
57,Body,CHH,0.000186845,0.000185743,0.000209556,Gene body
58,Body,CHH,0.000185736,0.000181212,0.00019068,Gene body
59,Body,CHH,0.000184128,0.00019366,0.00019975,Gene body
60,Body,CHH,0.000186059,0.000190078,0.000208107,Gene body
61,Body,CHH,0.000176826,0.000195427,0.000199553,Gene body
62,Body,CHH,0.000182075,0.000197872,0.000184328,Gene body
63,Body,CHH,0.000188349,0.000181723,0.000185666,Gene body
64,Body,CHH,0.000191639,0.0001908,0.000208633,Gene body
65,Body,CHH,0.000187008,0.000183861,0.000186334,Gene body
66,Body,CHH,0.000183809,0.000193993,0.000194276,Gene body
67,Body,CHH,0.000180233,0.000172405,0.00018545,Gene body
68,Body,CHH,0.000189332,0.00018679,0.000191328,Gene body
69,Body,CHH,0.000194228,0.000201641,0.000196918,Gene body
70,Body,CHH,0.000181525,0.000180575,0.000191076,Gene body
71,Body,CHH,0.000190676,0.000182921,0.000198688,Gene body
72,Body,CHH,0.000183176,0.000181499,0.000190428,Gene body
73,Body,CHH,0.000171072,0.000176616,0.000184191,Gene body
74,Body,CHH,0.000189644,0.000187929,0.00019459,Gene body
75,Body,CHH,0.000176451,0.00017585,0.000198162,Gene body
76,Body,CHH,0.00019024,0.0001821,0.000202345,Gene body
77,Body,CHH,0.000173095,0.000176487,0.000190646,Gene body
78,Body,CHH,0.000169333,0.000160207,0.000185664,Gene body
79,Body,CHH,0.000173237,0.000172531,0.000182912,Gene body
80,Body,CHH,0.000185123,0.000194087,0.000212278,Gene body
81,Downstream,CHH,0.00018389,0.000207086,0.000213128,Gene body
82,Downstream,CHH,0.000197205,0.000189703,0.000211631,Gene body
83,Downstream,CHH,0.000178201,0.000187069,0.000191281,Gene body
84,Downstream,CHH,0.000148108,0.000147345,0.000162806,Gene body
85,Downstream,CHH,0.000168931,0.000187204,0.000203468,Gene body
86,Downstream,CHH,0.000176684,0.000204275,0.000212937,Gene body
87,Downstream,CHH,0.000161656,0.000170663,0.000173824,Gene body
88,Downstream,CHH,0.000193098,0.000176583,0.000200982,Gene body
89,Downstream,CHH,0.000175653,0.00016488,0.000190103,Gene body
90,Downstream,CHH,0.000174121,0.000168762,0.000187831,Gene body
91,Downstream,CHH,0.000210592,0.000203971,0.000199838,Gene body
92,Downstream,CHH,0.000191046,0.000181141,0.000172193,Gene body
93,Downstream,CHH,0.00017814,0.000178022,0.000189145,Gene body
94,Downstream,CHH,0.000141057,0.000149589,0.000152098,Gene body
95,Downstream,CHH,0.000219763,0.000184688,0.000203515,Gene body
96,Downstream,CHH,0.000186456,0.00017871,0.000200529,Gene body
97,Downstream,CHH,0.000212614,0.000216348,0.000243496,Gene body
98,Downstream,CHH,0.000174733,0.000169467,0.000178528,Gene body
99,Downstream,CHH,0.000157713,0.000164346,0.000173444,Gene body
100,Downstream,CHH,0.000122536,0.000133601,0.000146975,Gene body
101,Downstream,CHH,0.000176379,0.00018766,0.000174501,Gene body
102,Downstream,CHH,0.000181821,0.000169157,0.00019803,Gene body
103,Downstream,CHH,0.000179844,0.00017651,0.000191797,Gene body
104,Downstream,CHH,0.000192823,0.000189546,0.000208235,Gene body
105,Downstream,CHH,0.000148741,0.000145124,0.000168998,Gene body
106,Downstream,CHH,0.000142307,0.000143983,0.00015685,Gene body
107,Downstream,CHH,0.000173525,0.000174964,0.000186945,Gene body
108,Downstream,CHH,0.000159898,0.000177893,0.00018072,Gene body
109,Downstream,CHH,0.000176102,0.000176852,0.000209323,Gene body
110,Downstream,CHH,0.00018994,0.000213753,0.000209647,Gene body
111,Downstream,CHH,0.000149775,0.000161426,0.000157416,Gene body
112,Downstream,CHH,0.000198976,0.000186336,0.000191506,Gene body
113,Downstream,CHH,0.000186663,0.000201941,0.000201115,Gene body
114,Downstream,CHH,0.000178703,0.000158591,0.000185411,Gene body
115,Downstream,CHH,0.00016051,0.000154739,0.000192897,Gene body
116,Downstream,CHH,0.000170954,0.000177296,0.00016388,Gene body
117,Downstream,CHH,0.000198224,0.000203622,0.000228381,Gene body
118,Downstream,CHH,0.000182068,0.000190151,0.000205986,Gene body
119,Downstream,CHH,0.000175961,0.00018922,0.000178573,Gene body
120,Downstream,CHH,0.000216641,0.000240906,0.000230933,Gene body
123,Body,CG,0.908978402,0.919101308,0.931802392,Gopia
124,Body,CG,0.903231955,0.912391409,0.926038084,Gopia
125,Body,CG,0.907215281,0.916828656,0.926602215,Gopia
126,Body,CG,0.908832282,0.917348234,0.927292424,Gopia
127,Body,CG,0.900696422,0.913631023,0.923962242,Gopia
128,Body,CG,0.901501227,0.91307717,0.922816556,Gopia
129,Body,CG,0.909240726,0.91792886,0.92759893,Gopia
130,Body,CG,0.913025598,0.921034726,0.931241727,Gopia
131,Body,CG,0.909692483,0.919432108,0.929805463,Gopia
132,Body,CG,0.911643667,0.918262058,0.929234237,Gopia
133,Body,CG,0.911673947,0.921133857,0.929357362,Gopia
134,Body,CG,0.914589603,0.922447565,0.932545479,Gopia
135,Body,CG,0.919213249,0.926774087,0.9345209,Gopia
136,Body,CG,0.914259542,0.92229191,0.932222863,Gopia
137,Body,CG,0.907793134,0.917401612,0.925107379,Gopia
138,Body,CG,0.910204792,0.917908607,0.927280962,Gopia
139,Body,CG,0.919278244,0.925427421,0.93293868,Gopia
140,Body,CG,0.91718306,0.925202165,0.931678696,Gopia
141,Body,CG,0.912659542,0.920217529,0.928121895,Gopia
142,Body,CG,0.913999447,0.921264127,0.93107568,Gopia
143,Body,CG,0.918187526,0.924462767,0.932827418,Gopia
144,Body,CG,0.918976532,0.924530286,0.932295407,Gopia
145,Body,CG,0.91741269,0.922205698,0.932026052,Gopia
146,Body,CG,0.916525911,0.921879617,0.930932673,Gopia
147,Body,CG,0.916342656,0.922914768,0.93298974,Gopia
148,Body,CG,0.919383129,0.926726176,0.933344745,Gopia
149,Body,CG,0.915269746,0.921974342,0.930028849,Gopia
150,Body,CG,0.917223228,0.926336558,0.93261944,Gopia
151,Body,CG,0.918161171,0.924320872,0.931871217,Gopia
152,Body,CG,0.919471815,0.925714328,0.931470572,Gopia
153,Body,CG,0.917336594,0.924202425,0.92946462,Gopia
154,Body,CG,0.921231487,0.928359671,0.93365788,Gopia
155,Body,CG,0.919974619,0.927975678,0.932491984,Gopia
156,Body,CG,0.919826351,0.925563882,0.930719002,Gopia
157,Body,CG,0.917960563,0.924811416,0.930593037,Gopia
158,Body,CG,0.919181639,0.92467828,0.93066444,Gopia
159,Body,CG,0.915593371,0.922965616,0.928418813,Gopia
160,Body,CG,0.920254097,0.92639725,0.931657508,Gopia
161,Body,CG,0.919031061,0.926100627,0.932105444,Gopia
162,Body,CG,0.916094328,0.92202892,0.930812367,Gopia
163,Body,CG,0.917965749,0.924356822,0.931405068,Gopia
164,Body,CG,0.919763048,0.926302322,0.932050509,Gopia
165,Body,CG,0.917985035,0.923955925,0.933354124,Gopia
166,Body,CG,0.919423413,0.923893738,0.93277412,Gopia
167,Body,CG,0.918672735,0.925101618,0.932237099,Gopia
168,Body,CG,0.917409322,0.926527241,0.93169905,Gopia
169,Body,CG,0.917495167,0.924911978,0.931875001,Gopia
170,Body,CG,0.918412608,0.924775699,0.933135363,Gopia
171,Body,CG,0.917326922,0.92311417,0.93093902,Gopia
172,Body,CG,0.917849181,0.925143676,0.931948711,Gopia
173,Body,CG,0.914533107,0.921869582,0.931014255,Gopia
174,Body,CG,0.916612089,0.923904914,0.932106454,Gopia
175,Body,CG,0.916735631,0.924943874,0.933086846,Gopia
176,Body,CG,0.916888124,0.924546091,0.930218426,Gopia
177,Body,CG,0.915243476,0.92316052,0.93199604,Gopia
178,Body,CG,0.916180623,0.924050189,0.930111817,Gopia
179,Body,CG,0.919447523,0.92704242,0.932530713,Gopia
180,Body,CG,0.919398641,0.927017957,0.933433271,Gopia
181,Body,CG,0.919195532,0.924490807,0.930943397,Gopia
182,Body,CG,0.918489245,0.92571173,0.931951484,Gopia
183,Body,CG,0.91714567,0.924273442,0.930907876,Gopia
184,Body,CG,0.916638778,0.924749753,0.931046942,Gopia
185,Body,CG,0.916429016,0.923495175,0.930508931,Gopia
186,Body,CG,0.917033713,0.923840785,0.933033439,Gopia
187,Body,CG,0.91861706,0.925570149,0.931879615,Gopia
188,Body,CG,0.915298258,0.923727162,0.932104037,Gopia
189,Body,CG,0.915550796,0.924201618,0.929958164,Gopia
190,Body,CG,0.918992272,0.925616067,0.931784466,Gopia
191,Body,CG,0.917180321,0.92256625,0.930900238,Gopia
192,Body,CG,0.91736139,0.92363175,0.931751931,Gopia
193,Body,CG,0.919163506,0.925933635,0.932120103,Gopia
194,Body,CG,0.919983345,0.926622453,0.932391286,Gopia
195,Body,CG,0.916383081,0.923960244,0.929801727,Gopia
196,Body,CG,0.918993179,0.924396985,0.931451612,Gopia
197,Body,CG,0.916876305,0.922334515,0.929926175,Gopia
198,Body,CG,0.919374728,0.92579563,0.932757636,Gopia
199,Body,CG,0.919354291,0.926461085,0.931982863,Gopia
200,Body,CG,0.91607639,0.923960002,0.930746684,Gopia
201,Body,CG,0.91737747,0.923377386,0.931304747,Gopia
202,Body,CG,0.917153344,0.924909933,0.93145382,Gopia
203,Body,CG,0.916507683,0.924019386,0.931403918,Gopia
204,Body,CG,0.919245558,0.925495067,0.932807639,Gopia
205,Body,CG,0.918898535,0.926175031,0.933760087,Gopia
206,Body,CG,0.919940321,0.92519043,0.932485942,Gopia
207,Body,CG,0.918029374,0.926023574,0.932195024,Gopia
208,Body,CG,0.918713603,0.927746788,0.933709229,Gopia
209,Body,CG,0.918664204,0.92451108,0.932077706,Gopia
210,Body,CG,0.918309091,0.925463484,0.934138996,Gopia
211,Body,CG,0.916852904,0.92392834,0.930835992,Gopia
212,Body,CG,0.918255159,0.92568494,0.933028338,Gopia
213,Body,CG,0.91612432,0.923168373,0.931338636,Gopia
214,Body,CG,0.915011087,0.924535879,0.930793739,Gopia
215,Body,CG,0.91692117,0.923741571,0.933541379,Gopia
216,Body,CG,0.917616944,0.925434514,0.93254391,Gopia
217,Body,CG,0.915656942,0.922423569,0.931624018,Gopia
218,Body,CG,0.912969728,0.922032681,0.930868476,Gopia
219,Body,CG,0.914442311,0.92365714,0.93097284,Gopia
220,Body,CG,0.915375981,0.923284218,0.931909279,Gopia
221,Body,CG,0.91815768,0.926288927,0.933492131,Gopia
222,Body,CG,0.914175733,0.922681823,0.93066953,Gopia
223,Body,CG,0.908345785,0.915665891,0.923045345,Gopia
224,Body,CG,0.913837371,0.921731938,0.929550044,Gopia
225,Body,CG,0.913150127,0.921475743,0.931426973,Gopia
226,Body,CG,0.918457433,0.925366601,0.935392948,Gopia
227,Body,CG,0.907408296,0.918250178,0.926521633,Gopia
228,Body,CG,0.91018838,0.919533551,0.927867204,Gopia
229,Body,CG,0.909042513,0.918633873,0.929988676,Gopia
230,Body,CG,0.907803,0.920068115,0.931535311,Gopia
231,Body,CG,0.903016443,0.915430807,0.926486805,Gopia
232,Body,CG,0.902525308,0.912427274,0.92415389,Gopia
233,Body,CG,0.905060033,0.915274791,0.925755146,Gopia
234,Body,CG,0.905136658,0.917009186,0.924293887,Gopia
235,Body,CG,0.902620358,0.914217593,0.924841321,Gopia
236,Body,CG,0.901516832,0.911361503,0.924464286,Gopia
237,Body,CG,0.902078581,0.914372676,0.925184877,Gopia
238,Body,CG,0.895906645,0.913478706,0.921922071,Gopia
239,Body,CG,0.899908935,0.916820595,0.924469811,Gopia
240,Body,CG,0.903257621,0.916370608,0.922480453,Gopia
121,Body,CHG,0.720112425,0.728185939,0.727548233,Gopia
122,Body,CHG,0.70217048,0.70054303,0.713953692,Gopia
123,Body,CHG,0.726017141,0.72667267,0.736842144,Gopia
124,Body,CHG,0.719514147,0.714138101,0.732500382,Gopia
125,Body,CHG,0.72847625,0.72750642,0.738689994,Gopia
126,Body,CHG,0.740335065,0.741409034,0.75234563,Gopia
127,Body,CHG,0.734281927,0.732328092,0.745654223,Gopia
128,Body,CHG,0.75124362,0.754957342,0.760657401,Gopia
129,Body,CHG,0.752041494,0.754468108,0.762318554,Gopia
130,Body,CHG,0.758731107,0.75962171,0.766652988,Gopia
131,Body,CHG,0.770269273,0.776220592,0.77739857,Gopia
132,Body,CHG,0.775334932,0.7788086,0.784183792,Gopia
133,Body,CHG,0.796064761,0.800946872,0.804551226,Gopia
134,Body,CHG,0.793223696,0.796709504,0.800873568,Gopia
135,Body,CHG,0.77705987,0.781849983,0.784052209,Gopia
136,Body,CHG,0.779935924,0.784632685,0.788076139,Gopia
137,Body,CHG,0.783323138,0.788277071,0.791101344,Gopia
138,Body,CHG,0.779687975,0.784837672,0.7871764,Gopia
139,Body,CHG,0.785048632,0.788995808,0.792013095,Gopia
140,Body,CHG,0.766809491,0.771098374,0.773298552,Gopia
141,Body,CHG,0.773295774,0.777207002,0.781006025,Gopia
142,Body,CHG,0.770017058,0.772831766,0.776228988,Gopia
143,Body,CHG,0.779173659,0.78180231,0.785794686,Gopia
144,Body,CHG,0.781084931,0.784876355,0.786857333,Gopia
145,Body,CHG,0.787793271,0.79107448,0.795510039,Gopia
146,Body,CHG,0.785390467,0.787649665,0.790653255,Gopia
147,Body,CHG,0.790601708,0.794340877,0.796986911,Gopia
148,Body,CHG,0.774476457,0.778626825,0.780604764,Gopia
149,Body,CHG,0.784943978,0.788278575,0.789825388,Gopia
150,Body,CHG,0.778488549,0.782885043,0.78372277,Gopia
151,Body,CHG,0.792667785,0.796598327,0.798376214,Gopia
152,Body,CHG,0.781640623,0.787200384,0.787115341,Gopia
153,Body,CHG,0.774459276,0.778713394,0.780076536,Gopia
154,Body,CHG,0.773235679,0.779290795,0.778963005,Gopia
155,Body,CHG,0.786388906,0.790968923,0.79151827,Gopia
156,Body,CHG,0.782286932,0.786026983,0.787414255,Gopia
157,Body,CHG,0.795819114,0.798317074,0.79914727,Gopia
158,Body,CHG,0.802828398,0.808266299,0.809192129,Gopia
159,Body,CHG,0.792638583,0.797326727,0.798865678,Gopia
160,Body,CHG,0.781949191,0.787198061,0.787295453,Gopia
161,Body,CHG,0.790135948,0.795024853,0.79625708,Gopia
162,Body,CHG,0.784234793,0.787917614,0.788610771,Gopia
163,Body,CHG,0.777517863,0.782039448,0.783113188,Gopia
164,Body,CHG,0.796476872,0.80075181,0.802154699,Gopia
165,Body,CHG,0.787646262,0.79174079,0.79344124,Gopia
166,Body,CHG,0.784476176,0.788355469,0.789537937,Gopia
167,Body,CHG,0.763192431,0.766736956,0.767319146,Gopia
168,Body,CHG,0.754546391,0.7585702,0.759522528,Gopia
169,Body,CHG,0.756096825,0.759545465,0.762977998,Gopia
170,Body,CHG,0.756060746,0.758646791,0.761144885,Gopia
171,Body,CHG,0.765350986,0.769358067,0.771600864,Gopia
172,Body,CHG,0.773335454,0.776844404,0.780091764,Gopia
173,Body,CHG,0.765411011,0.769985117,0.770238853,Gopia
174,Body,CHG,0.774521676,0.778393409,0.781609079,Gopia
175,Body,CHG,0.77330195,0.77882953,0.779516979,Gopia
176,Body,CHG,0.775805456,0.781311701,0.782721824,Gopia
177,Body,CHG,0.784527836,0.789140738,0.790610071,Gopia
178,Body,CHG,0.78497219,0.788232225,0.789549794,Gopia
179,Body,CHG,0.788074644,0.791238344,0.79253356,Gopia
180,Body,CHG,0.78456338,0.788521497,0.789272561,Gopia
181,Body,CHG,0.782166788,0.787608528,0.788638954,Gopia
182,Body,CHG,0.78660621,0.790438454,0.792817185,Gopia
183,Body,CHG,0.783267439,0.78708141,0.789188107,Gopia
184,Body,CHG,0.779763417,0.78400193,0.785402489,Gopia
185,Body,CHG,0.771528173,0.774598593,0.779063877,Gopia
186,Body,CHG,0.763044746,0.768894704,0.77049194,Gopia
187,Body,CHG,0.767965891,0.772532456,0.774253243,Gopia
188,Body,CHG,0.768113045,0.772882787,0.774500816,Gopia
189,Body,CHG,0.760140362,0.763947959,0.766712945,Gopia
190,Body,CHG,0.756395239,0.759787696,0.763159602,Gopia
191,Body,CHG,0.754503826,0.758534944,0.759856521,Gopia
192,Body,CHG,0.748040448,0.75181567,0.753475014,Gopia
193,Body,CHG,0.774520264,0.779026216,0.781269995,Gopia
194,Body,CHG,0.786537162,0.790439197,0.791131427,Gopia
195,Body,CHG,0.785915957,0.790044008,0.792166958,Gopia
196,Body,CHG,0.790410233,0.793824822,0.797239292,Gopia
197,Body,CHG,0.784257208,0.788339866,0.790440518,Gopia
198,Body,CHG,0.791544674,0.795864727,0.79593056,Gopia
199,Body,CHG,0.788482059,0.793213885,0.794553849,Gopia
200,Body,CHG,0.788271865,0.791036601,0.793213953,Gopia
201,Body,CHG,0.791308553,0.795076529,0.797707549,Gopia
202,Body,CHG,0.804604435,0.807483816,0.810647655,Gopia
203,Body,CHG,0.790109108,0.794625633,0.796287921,Gopia
204,Body,CHG,0.785908149,0.789581209,0.79195621,Gopia
205,Body,CHG,0.772358202,0.777560781,0.776863357,Gopia
206,Body,CHG,0.778297554,0.784542548,0.784621841,Gopia
207,Body,CHG,0.780545285,0.784997074,0.785496832,Gopia
208,Body,CHG,0.782058415,0.787762119,0.788672237,Gopia
209,Body,CHG,0.782933611,0.787176913,0.788646819,Gopia
210,Body,CHG,0.779535901,0.78426012,0.785667816,Gopia
211,Body,CHG,0.779347455,0.783813684,0.785582624,Gopia
212,Body,CHG,0.781824096,0.787766066,0.790248135,Gopia
213,Body,CHG,0.779850828,0.784398799,0.787083986,Gopia
214,Body,CHG,0.791472831,0.795718032,0.79729819,Gopia
215,Body,CHG,0.788986555,0.793815959,0.796496273,Gopia
216,Body,CHG,0.788440701,0.79294953,0.796173401,Gopia
217,Body,CHG,0.770915874,0.775250646,0.777916058,Gopia
218,Body,CHG,0.766187776,0.770838851,0.772779595,Gopia
219,Body,CHG,0.775433079,0.779433608,0.78283286,Gopia
220,Body,CHG,0.769627552,0.775069681,0.776638383,Gopia
221,Body,CHG,0.783743544,0.78736402,0.790051943,Gopia
222,Body,CHG,0.783651247,0.787545825,0.791305923,Gopia
223,Body,CHG,0.774129738,0.777756011,0.781911769,Gopia
224,Body,CHG,0.793326934,0.798511143,0.801167186,Gopia
225,Body,CHG,0.792486134,0.795154627,0.800229091,Gopia
226,Body,CHG,0.790895183,0.794927781,0.798761213,Gopia
227,Body,CHG,0.793785629,0.797169493,0.802699897,Gopia
228,Body,CHG,0.783180747,0.787730846,0.792533072,Gopia
229,Body,CHG,0.766513097,0.77141518,0.775081865,Gopia
230,Body,CHG,0.764464232,0.766646019,0.773433329,Gopia
231,Body,CHG,0.753464744,0.75693216,0.762782142,Gopia
232,Body,CHG,0.734181796,0.736800516,0.743907642,Gopia
233,Body,CHG,0.744343315,0.746123105,0.75640343,Gopia
234,Body,CHG,0.737211534,0.737783241,0.748049895,Gopia
235,Body,CHG,0.733430546,0.732359473,0.744833905,Gopia
236,Body,CHG,0.716787252,0.713138869,0.729646919,Gopia
237,Body,CHG,0.710159284,0.711759819,0.72187485,Gopia
238,Body,CHG,0.692640005,0.698134966,0.706915166,Gopia
239,Body,CHG,0.701213986,0.7103452,0.713551681,Gopia
240,Body,CHG,0.693509814,0.697928683,0.700035291,Gopia
121,Body,CHH,0.000253567,0.000250669,0.000266955,Gopia
122,Body,CHH,0.000249338,0.000250747,0.000282448,Gopia
123,Body,CHH,0.000245508,0.000242169,0.000255738,Gopia
124,Body,CHH,0.000263008,0.000257804,0.000305226,Gopia
125,Body,CHH,0.000247317,0.000246799,0.000267463,Gopia
126,Body,CHH,0.000253312,0.000270488,0.000288559,Gopia
127,Body,CHH,0.000264067,0.000274563,0.000300823,Gopia
128,Body,CHH,0.000246783,0.000248098,0.000274967,Gopia
129,Body,CHH,0.00031432,0.000309931,0.000315472,Gopia
130,Body,CHH,0.000257225,0.000266405,0.000280861,Gopia
131,Body,CHH,0.000291557,0.000281257,0.00030974,Gopia
132,Body,CHH,0.00028837,0.000287216,0.000304964,Gopia
133,Body,CHH,0.000314592,0.000330127,0.000340957,Gopia
134,Body,CHH,0.000351008,0.000360944,0.000356492,Gopia
135,Body,CHH,0.000342113,0.000370693,0.000358884,Gopia
136,Body,CHH,0.000352971,0.000370502,0.00035521,Gopia
137,Body,CHH,0.000324117,0.000354324,0.000344415,Gopia
138,Body,CHH,0.000320677,0.000318221,0.000342043,Gopia
139,Body,CHH,0.000305952,0.000295393,0.000320261,Gopia
140,Body,CHH,0.000274515,0.000299153,0.000295887,Gopia
141,Body,CHH,0.000317502,0.000327704,0.000338322,Gopia
142,Body,CHH,0.000300232,0.000298145,0.000290579,Gopia
143,Body,CHH,0.000318219,0.000324587,0.000333687,Gopia
144,Body,CHH,0.000310113,0.000330179,0.000306839,Gopia
145,Body,CHH,0.00033216,0.000357689,0.00037557,Gopia
146,Body,CHH,0.000301219,0.000298289,0.000305811,Gopia
147,Body,CHH,0.000282589,0.000290481,0.000298488,Gopia
148,Body,CHH,0.000330491,0.000371564,0.000370699,Gopia
149,Body,CHH,0.000305654,0.000311143,0.000331482,Gopia
150,Body,CHH,0.000307653,0.000303639,0.000310235,Gopia
151,Body,CHH,0.000310956,0.000304197,0.000319283,Gopia
